,level_0,index,path,Xmin,Ymin,Xmax,Ymax,label,fig_num
106,365,1348,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,608,739,611,742,debris,737
107,4,4,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,359,912,362,917,epCTC,775
108,352,1335,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,1095,1132,1098,1135,debris,720
109,364,1347,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,735,469,738,472,debris,736
110,358,1341,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,208,995,211,998,debris,729
111,5,5,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,677,969,681,972,epCTC,778
112,6,6,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,936,925,941,928,epCTC,779
113,411,1394,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,59,590,62,593,debris,794
114,404,1387,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,505,401,508,404,debris,787
115,490,1473,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,46,775,49,778,debris,991
116,441,1424,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,620,1320,623,1323,debris,861
117,7,7,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,476,694,483,698,epCTC,883
118,432,1415,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,570,217,574,221,debris,843
119,2,36,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,535,573,538,577,bipCTC,992
120,375,470,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,1298,367,1308,373,wbc,1016
121,363,458,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,951,571,965,587,wbc,989
122,309,404,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,1324,444,1328,448,wbc,862
123,428,1411,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,464,783,467,786,debris,833
124,15,60,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,964,675,970,680,mCTC,973
125,16,61,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,796,545,806,551,mCTC,1001
126,8,53,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,76,568,84,577,mCTC,803
127,459,1442,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,1074,272,1077,276,debris,903
128,9,54,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,751,1305,755,1309,mCTC,817
129,1,35,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,218,422,222,425,bipCTC,986
130,12,57,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,975,172,979,176,mCTC,874
131,334,429,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,360,1216,363,1219,wbc,932
132,13,58,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,310,948,318,953,mCTC,905
133,515,1498,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC140/,85,278,88,281,debris,1052
134,504,1487,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC140/,687,309,690,312,debris,1028
135,8,958,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC140/,947,172,955,182,dead,1048
136,3,37,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC140/,376,934,381,942,bipCTC,1056
137,522,1505,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC140/,678,865,682,867,debris,1061
138,22,22,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,106,404,109,408,epCTC,1109
139,30,30,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1374,770,1378,773,epCTC,1129
140,13,13,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1244,1006,1247,1010,epCTC,1090
141,10,10,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,86,907,90,911,epCTC,1077
142,29,29,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,419,149,424,154,epCTC,1127
143,23,23,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1060,296,1067,300,epCTC,1110
144,11,11,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,733,74,737,77,epCTC,1080
145,20,20,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,226,437,229,440,epCTC,1105
146,12,12,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,196,339,204,349,epCTC,1086
147,535,1518,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1264,773,1267,777,debris,1091
148,32,32,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,252,312,257,319,epCTC,1131
149,15,15,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,143,380,150,386,epCTC,1093
150,533,1516,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,152,299,159,304,debris,1087
151,26,26,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1033,170,1036,174,epCTC,1122
152,24,24,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1269,892,1279,908,epCTC,1111
153,9,9,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1249,420,1257,427,epCTC,1071
154,19,19,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1279,507,1285,512,epCTC,1104
155,18,18,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,500,91,503,94,epCTC,1103
156,4,38,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,88,983,95,988,bipCTC,1072
157,10,44,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,124,457,129,459,bipCTC,1219
158,9,43,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,76,905,85,912,bipCTC,1205
159,20,970,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,182,956,186,960,dead,1200
160,19,969,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,363,144,369,151,dead,1196
161,21,971,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1036,191,1039,194,dead,1203
162,11,961,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,135,381,138,384,dead,1088
163,8,42,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,990,939,998,945,bipCTC,1179
164,9,959,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1279,842,1286,853,dead,1070
165,13,963,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1248,691,1253,695,dead,1153
166,6,40,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,670,73,674,78,bipCTC,1126
167,17,17,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1269,468,1277,473,epCTC,1102
168,7,41,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,159,398,162,401,bipCTC,1133
169,5,39,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,296,1226,305,1235,bipCTC,1083
170,529,1512,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1318,974,1322,977,debris,1075
171,25,25,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,672,107,676,110,epCTC,1121
172,27,27,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,52,603,56,611,epCTC,1123
173,21,21,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1246,1007,1252,1011,epCTC,1108
174,16,16,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1385,744,1388,747,epCTC,1096
175,31,31,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,203,792,208,799,epCTC,1130
176,14,14,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1209,346,1212,349,epCTC,1092
177,8,8,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,175,308,178,311,epCTC,1068
178,28,28,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1119,373,1123,379,epCTC,1124
179,539,1522,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,30,749,36,757,debris,1098
180,740,1723,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC153/,948,524,951,529,debris,1923
181,790,885,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC153/,957,419,960,422,wbc,1896
182,816,911,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC153/,921,708,924,712,wbc,1950
