,level_0,index,path,Xmin,Ymin,Xmax,Ymax,label,fig_num
70,491,586,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC114/,851,1246,854,1249,wbc,1431
71,685,1668,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC114/,1100,563,1103,566,debris,1775
72,649,1632,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC114/,334,995,337,998,debris,1594
73,463,558,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC114/,828,834,833,838,wbc,1397
74,619,1602,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC114/,306,592,314,598,debris,1442
75,199,294,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,350,1233,357,1239,wbc,376
76,315,1298,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,324,790,327,793,debris,664
77,325,1308,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,689,1296,692,1299,debris,680
78,1,1,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,655,390,662,400,epCTC,383
79,267,1250,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,772,690,775,695,debris,590
80,2,952,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,914,1230,922,1239,dead,406
81,128,1111,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,949,1220,952,1223,debris,364
82,225,1208,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,1145,1147,1148,1150,debris,523
83,235,1218,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,340,233,343,236,debris,535
84,240,1223,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,1103,664,1106,667,debris,544
85,336,1319,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,228,907,232,911,debris,700
86,136,1119,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,228,452,231,455,debris,379
87,290,1273,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,1100,1166,1103,1169,debris,628
88,3,3,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,281,350,286,354,epCTC,477
89,277,372,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,936,1280,947,1288,wbc,679
90,2,2,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,582,902,588,908,epCTC,469
91,201,296,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,865,1318,869,1322,wbc,384
92,170,1153,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,531,1075,534,1078,debris,437
93,7,52,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,417,155,422,159,mCTC,644
94,224,319,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,1050,643,1054,646,wbc,499
95,165,1148,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,1262,860,1265,863,debris,432
96,207,302,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,175,874,179,878,wbc,407
97,6,51,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC116/,907,708,913,712,mCTC,641
98,40,85,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC117/,916,1185,920,1191,mCTC,1838
99,720,1703,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC117/,436,240,442,246,debris,1860
100,781,876,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC117/,840,120,845,124,wbc,1873
101,33,33,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC117/,22,842,27,846,epCTC,1871
102,378,1361,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,307,930,310,933,debris,751
103,382,1365,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,566,1055,569,1058,debris,755
104,4,954,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,742,829,745,832,dead,731
105,361,1344,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,687,805,690,808,debris,733
106,373,1356,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,986,1219,989,1222,debris,746
107,400,1383,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,351,1041,354,1044,debris,782
108,5,5,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,677,969,681,972,epCTC,778
109,399,1382,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,116,450,119,453,debris,781
110,356,1339,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,127,543,130,546,debris,726
111,394,1377,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,733,1288,736,1291,debris,771
112,4,4,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,359,912,362,917,epCTC,775
113,403,1386,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,901,110,904,113,debris,785
114,6,6,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,936,925,941,928,epCTC,779
115,360,1343,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC118/,695,701,698,704,debris,732
116,15,60,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,964,675,970,680,mCTC,973
117,423,1406,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,602,261,606,265,debris,822
118,7,7,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,476,694,483,698,epCTC,883
119,300,395,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,1311,445,1317,451,wbc,834
120,10,55,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,480,1250,490,1261,mCTC,835
121,291,386,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,1309,462,1312,465,wbc,806
122,2,36,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,535,573,538,577,bipCTC,992
123,1,35,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,218,422,222,425,bipCTC,986
124,365,460,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,698,728,702,731,wbc,995
125,496,1479,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,273,572,276,575,debris,1003
126,9,54,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,751,1305,755,1309,mCTC,817
127,13,58,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,310,948,318,953,mCTC,905
128,309,404,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,1324,444,1328,448,wbc,862
129,480,1463,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,212,235,220,243,debris,961
130,476,1459,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC127/,393,815,396,818,debris,948
131,516,1499,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC140/,417,840,422,846,debris,1053
132,17,62,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC140/,483,1125,489,1131,mCTC,1047
133,8,958,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC140/,947,172,955,182,dead,1048
134,380,475,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC140/,533,457,537,461,wbc,1026
135,3,37,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC140/,376,934,381,942,bipCTC,1056
136,507,1490,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC140/,1106,392,1109,395,debris,1032
137,525,1508,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC140/,702,1021,706,1024,debris,1066
138,543,1526,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1369,600,1372,603,debris,1113
139,17,17,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1269,468,1277,473,epCTC,1102
140,553,1536,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1359,696,1362,699,debris,1186
141,12,12,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,196,339,204,349,epCTC,1086
142,24,24,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1269,892,1279,908,epCTC,1111
143,32,32,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,252,312,257,319,epCTC,1131
144,11,11,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,733,74,737,77,epCTC,1080
145,20,20,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,226,437,229,440,epCTC,1105
146,10,10,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,86,907,90,911,epCTC,1077
147,30,30,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1374,770,1378,773,epCTC,1129
148,21,21,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1246,1007,1252,1011,epCTC,1108
149,25,25,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,672,107,676,110,epCTC,1121
150,28,28,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1119,373,1123,379,epCTC,1124
151,16,16,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1385,744,1388,747,epCTC,1096
152,26,26,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1033,170,1036,174,epCTC,1122
153,29,29,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,419,149,424,154,epCTC,1127
154,31,31,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,203,792,208,799,epCTC,1130
155,22,22,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,106,404,109,408,epCTC,1109
156,19,19,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1279,507,1285,512,epCTC,1104
157,530,1513,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,959,1253,962,1256,debris,1079
158,9,9,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1249,420,1257,427,epCTC,1071
159,13,13,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1244,1006,1247,1010,epCTC,1090
160,14,14,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1209,346,1212,349,epCTC,1092
161,15,15,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,143,380,150,386,epCTC,1093
162,27,27,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,52,603,56,611,epCTC,1123
163,18,18,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,500,91,503,94,epCTC,1103
164,8,8,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,175,308,178,311,epCTC,1068
165,8,42,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,990,939,998,945,bipCTC,1179
166,5,39,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,296,1226,305,1235,bipCTC,1083
167,23,23,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1060,296,1067,300,epCTC,1110
168,396,491,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,214,348,218,353,wbc,1233
169,12,962,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1095,1191,1098,1194,dead,1118
170,19,969,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,363,144,369,151,dead,1196
171,25,975,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,1005,1044,1010,1049,dead,1213
172,11,961,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,135,381,138,384,dead,1088
173,24,974,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC142/,757,234,762,240,dead,1212
174,796,891,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC153/,787,441,791,444,wbc,1905
175,726,1709,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC153/,190,585,193,588,debris,1878
176,789,884,E:/cqCTC/data/Breast_Cancer_(OHIO)2/BC153/,277,855,282,860,wbc,1894
