,level_0,index,path,Xmin,Ymin,Xmax,Ymax,label,fig_num
27,231,1546,E:/cqCTC/data/PWH-LCA/CKC-028/,172,469,175,472,debris,1272
28,301,556,E:/cqCTC/data/PWH-LCA/CKC-028/,623,1082,628,1086,wbc,1247
29,322,577,E:/cqCTC/data/PWH-LCA/CKC-028/,160,881,162,885,wbc,1317
30,305,560,E:/cqCTC/data/PWH-LCA/CKC-028/,1062,960,1067,963,wbc,1271
31,310,565,E:/cqCTC/data/PWH-LCA/CKC-028/,625,324,628,327,wbc,1285
32,300,555,E:/cqCTC/data/PWH-LCA/CKC-028/,903,432,906,435,wbc,1243
33,81,205,E:/cqCTC/data/PWH-LCA/CKC-028/,382,1108,388,1115,mCTC,1238
34,316,571,E:/cqCTC/data/PWH-LCA/CKC-028/,650,520,656,525,wbc,1307
35,306,561,E:/cqCTC/data/PWH-LCA/CKC-028/,373,777,376,780,wbc,1275
36,299,554,E:/cqCTC/data/PWH-LCA/CKC-028/,147,768,150,772,wbc,1242
37,321,576,E:/cqCTC/data/PWH-LCA/CKC-028/,550,1345,553,1349,wbc,1316
38,313,568,E:/cqCTC/data/PWH-LCA/CKC-028/,639,233,642,236,wbc,1291
39,317,572,E:/cqCTC/data/PWH-LCA/CKC-028/,506,703,510,707,wbc,1309
40,303,558,E:/cqCTC/data/PWH-LCA/CKC-028/,672,716,677,719,wbc,1258
41,309,564,E:/cqCTC/data/PWH-LCA/CKC-028/,488,429,491,432,wbc,1283
42,302,557,E:/cqCTC/data/PWH-LCA/CKC-028/,843,468,846,471,wbc,1253
43,324,579,E:/cqCTC/data/PWH-LCA/CKC-028/,985,223,989,226,wbc,1321
44,285,1086,E:/cqCTC/data/PWH-LCA/CKC-028/,279,636,282,640,dead,1245
45,304,559,E:/cqCTC/data/PWH-LCA/CKC-028/,811,101,816,104,wbc,1262
46,540,795,E:/cqCTC/data/PWH-LCA/HJY-004/,237,532,242,538,wbc,2276
47,512,767,E:/cqCTC/data/PWH-LCA/HJY-004/,571,1222,574,1226,wbc,2206
48,439,1754,E:/cqCTC/data/PWH-LCA/HJY-004/,1065,869,1069,873,debris,2277
49,504,759,E:/cqCTC/data/PWH-LCA/HJY-004/,725,630,728,633,wbc,2188
50,537,792,E:/cqCTC/data/PWH-LCA/HJY-004/,1199,634,1202,637,wbc,2271
51,525,780,E:/cqCTC/data/PWH-LCA/HJY-004/,403,798,406,801,wbc,2245
52,515,770,E:/cqCTC/data/PWH-LCA/HJY-004/,672,821,683,829,wbc,2216
53,530,785,E:/cqCTC/data/PWH-LCA/HJY-004/,401,1164,406,1169,wbc,2255
54,522,777,E:/cqCTC/data/PWH-LCA/HJY-004/,926,907,931,914,wbc,2231
55,513,768,E:/cqCTC/data/PWH-LCA/HJY-004/,258,1072,261,1075,wbc,2207
56,536,791,E:/cqCTC/data/PWH-LCA/HJY-004/,802,905,806,911,wbc,2270
57,532,787,E:/cqCTC/data/PWH-LCA/HJY-004/,440,284,443,287,wbc,2257
58,541,796,E:/cqCTC/data/PWH-LCA/HJY-004/,251,646,258,653,wbc,2280
59,508,763,E:/cqCTC/data/PWH-LCA/HJY-004/,750,127,754,131,wbc,2200
60,539,794,E:/cqCTC/data/PWH-LCA/HJY-004/,409,336,412,340,wbc,2275
61,529,784,E:/cqCTC/data/PWH-LCA/HJY-004/,581,1203,585,1208,wbc,2254
62,534,789,E:/cqCTC/data/PWH-LCA/HJY-004/,795,151,798,154,wbc,2262
63,517,772,E:/cqCTC/data/PWH-LCA/HJY-004/,1011,604,1015,607,wbc,2220
64,506,761,E:/cqCTC/data/PWH-LCA/HJY-004/,266,602,269,605,wbc,2194
65,533,788,E:/cqCTC/data/PWH-LCA/HJY-004/,577,764,580,767,wbc,2259
66,509,764,E:/cqCTC/data/PWH-LCA/HJY-004/,269,849,275,856,wbc,2202
67,510,765,E:/cqCTC/data/PWH-LCA/HJY-004/,348,1178,351,1181,wbc,2204
68,543,798,E:/cqCTC/data/PWH-LCA/HJY-004/,273,999,277,1003,wbc,2282
69,524,779,E:/cqCTC/data/PWH-LCA/HJY-004/,750,1264,753,1268,wbc,2240
70,527,782,E:/cqCTC/data/PWH-LCA/HJY-004/,530,1327,534,1330,wbc,2251
71,519,774,E:/cqCTC/data/PWH-LCA/HJY-004/,391,497,394,500,wbc,2222
72,507,762,E:/cqCTC/data/PWH-LCA/HJY-004/,1122,990,1125,993,wbc,2197
73,538,793,E:/cqCTC/data/PWH-LCA/HJY-004/,298,545,303,549,wbc,2273
74,545,800,E:/cqCTC/data/PWH-LCA/HJY-004/,778,916,782,920,wbc,2286
75,528,783,E:/cqCTC/data/PWH-LCA/HJY-004/,994,994,1003,1003,wbc,2253
76,505,760,E:/cqCTC/data/PWH-LCA/HJY-004/,404,136,412,145,wbc,2192
77,526,781,E:/cqCTC/data/PWH-LCA/HJY-004/,288,702,292,706,wbc,2250
78,523,778,E:/cqCTC/data/PWH-LCA/HJY-004/,452,1274,457,1278,wbc,2233
79,514,769,E:/cqCTC/data/PWH-LCA/HJY-004/,84,664,91,670,wbc,2215
80,542,797,E:/cqCTC/data/PWH-LCA/HJY-004/,323,1115,331,1124,wbc,2281
81,544,799,E:/cqCTC/data/PWH-LCA/HJY-004/,458,460,461,463,wbc,2284
82,535,790,E:/cqCTC/data/PWH-LCA/HJY-004/,399,740,405,748,wbc,2265
83,518,773,E:/cqCTC/data/PWH-LCA/HJY-004/,269,1033,272,1036,wbc,2221
84,521,776,E:/cqCTC/data/PWH-LCA/HJY-004/,247,210,254,215,wbc,2229
85,511,766,E:/cqCTC/data/PWH-LCA/HJY-004/,55,537,59,542,wbc,2205
86,426,1741,E:/cqCTC/data/PWH-LCA/HJY-004/,1052,1054,1055,1057,debris,2237
87,531,786,E:/cqCTC/data/PWH-LCA/HJY-004/,355,747,359,751,wbc,2256
88,53,53,E:/cqCTC/data/PWH-LCA/LJ-041/,1185,838,1193,844,epCTC,2109
89,123,247,E:/cqCTC/data/PWH-LCA/LJ-041/,686,105,693,117,mCTC,2162
90,52,52,E:/cqCTC/data/PWH-LCA/LJ-041/,762,933,768,940,epCTC,2075
91,491,746,E:/cqCTC/data/PWH-LCA/LJ-041/,757,470,760,474,wbc,2082
92,112,236,E:/cqCTC/data/PWH-LCA/LJ-041/,1151,1090,1155,1096,mCTC,2092
93,499,754,E:/cqCTC/data/PWH-LCA/LJ-041/,1013,308,1017,311,wbc,2149
94,498,753,E:/cqCTC/data/PWH-LCA/LJ-041/,802,124,807,127,wbc,2139
95,54,54,E:/cqCTC/data/PWH-LCA/LJ-041/,1000,668,1005,672,epCTC,2146
96,35,93,E:/cqCTC/data/PWH-LCA/LJ-041/,1120,696,1126,702,bipCTC,2110
97,497,752,E:/cqCTC/data/PWH-LCA/LJ-041/,282,213,289,223,wbc,2128
98,41,99,E:/cqCTC/data/PWH-LCA/LJ-041/,461,97,467,102,bipCTC,2165
99,28,86,E:/cqCTC/data/PWH-LCA/LJ-041/,912,476,919,483,bipCTC,2080
100,55,55,E:/cqCTC/data/PWH-LCA/LJ-041/,148,1007,155,1013,epCTC,2157
101,494,749,E:/cqCTC/data/PWH-LCA/LJ-041/,768,51,771,56,wbc,2105
102,493,748,E:/cqCTC/data/PWH-LCA/LJ-041/,872,376,876,379,wbc,2098
103,496,751,E:/cqCTC/data/PWH-LCA/LJ-041/,287,208,290,211,wbc,2117
104,121,245,E:/cqCTC/data/PWH-LCA/LJ-041/,401,148,404,155,mCTC,2150
105,51,51,E:/cqCTC/data/PWH-LCA/LJ-041/,1296,668,1301,674,epCTC,2067
106,500,755,E:/cqCTC/data/PWH-LCA/LJ-041/,1089,584,1093,590,wbc,2167
107,492,747,E:/cqCTC/data/PWH-LCA/LJ-041/,1165,592,1168,595,wbc,2090
108,40,98,E:/cqCTC/data/PWH-LCA/LJ-041/,969,659,975,666,bipCTC,2159
109,495,750,E:/cqCTC/data/PWH-LCA/LJ-041/,96,413,99,417,wbc,2112
110,32,90,E:/cqCTC/data/PWH-LCA/LJ-041/,1161,335,1167,342,bipCTC,2099
111,31,89,E:/cqCTC/data/PWH-LCA/LJ-041/,1034,379,1040,387,bipCTC,2091
112,286,1601,E:/cqCTC/data/PWH-LCA/LK-006/,859,455,863,458,debris,1540
113,431,686,E:/cqCTC/data/PWH-LCA/LK-006/,991,1189,996,1194,wbc,1522
114,427,682,E:/cqCTC/data/PWH-LCA/LK-006/,633,761,637,765,wbc,1462
115,266,1581,E:/cqCTC/data/PWH-LCA/LK-006/,801,531,804,534,debris,1501
116,430,685,E:/cqCTC/data/PWH-LCA/LK-006/,1108,1031,1115,1037,wbc,1507
117,263,1578,E:/cqCTC/data/PWH-LCA/LK-006/,574,1093,579,1100,debris,1493
118,16,74,E:/cqCTC/data/PWH-LCA/LK-006/,305,1213,313,1220,bipCTC,1496
119,432,687,E:/cqCTC/data/PWH-LCA/LK-006/,592,221,596,225,wbc,1531
120,255,1570,E:/cqCTC/data/PWH-LCA/LK-006/,667,1023,671,1027,debris,1478
121,284,1599,E:/cqCTC/data/PWH-LCA/LK-006/,272,337,276,340,debris,1538
122,246,1561,E:/cqCTC/data/PWH-LCA/LK-006/,749,1342,753,1346,debris,1464
123,39,39,E:/cqCTC/data/PWH-LCA/LK-006/,468,1311,475,1319,epCTC,1534
124,93,217,E:/cqCTC/data/PWH-LCA/LK-006/,450,128,455,134,mCTC,1511
125,269,1584,E:/cqCTC/data/PWH-LCA/LK-006/,1011,1233,1014,1237,debris,1506
126,37,37,E:/cqCTC/data/PWH-LCA/LK-006/,386,303,392,312,epCTC,1473
127,388,643,E:/cqCTC/data/PWH-LCA/LML-027/,570,346,574,350,wbc,1409
128,414,669,E:/cqCTC/data/PWH-LCA/LML-027/,746,489,749,492,wbc,1443
129,328,583,E:/cqCTC/data/PWH-LCA/LML-027/,276,331,279,334,wbc,1326
130,375,630,E:/cqCTC/data/PWH-LCA/LML-027/,814,641,817,644,wbc,1386
131,347,602,E:/cqCTC/data/PWH-LCA/LML-027/,758,1031,761,1035,wbc,1348
132,421,676,E:/cqCTC/data/PWH-LCA/LML-027/,408,1234,411,1237,wbc,1454
133,417,672,E:/cqCTC/data/PWH-LCA/LML-027/,881,564,884,567,wbc,1448
134,359,614,E:/cqCTC/data/PWH-LCA/LML-027/,147,394,152,399,wbc,1367
135,378,633,E:/cqCTC/data/PWH-LCA/LML-027/,135,439,138,442,wbc,1390
136,403,658,E:/cqCTC/data/PWH-LCA/LML-027/,633,64,636,67,wbc,1428
137,362,617,E:/cqCTC/data/PWH-LCA/LML-027/,1096,587,1099,590,wbc,1371
138,357,612,E:/cqCTC/data/PWH-LCA/LML-027/,224,386,228,391,wbc,1364
139,348,603,E:/cqCTC/data/PWH-LCA/LML-027/,1320,638,1324,641,wbc,1349
140,344,599,E:/cqCTC/data/PWH-LCA/LML-027/,742,1130,746,1134,wbc,1344
141,350,605,E:/cqCTC/data/PWH-LCA/LML-027/,764,176,767,179,wbc,1352
142,389,644,E:/cqCTC/data/PWH-LCA/LML-027/,1127,905,1133,911,wbc,1410
143,340,595,E:/cqCTC/data/PWH-LCA/LML-027/,228,657,231,660,wbc,1340
144,354,609,E:/cqCTC/data/PWH-LCA/LML-027/,590,396,593,399,wbc,1361
145,351,606,E:/cqCTC/data/PWH-LCA/LML-027/,646,52,649,55,wbc,1358
146,326,581,E:/cqCTC/data/PWH-LCA/LML-027/,768,457,771,460,wbc,1324
147,373,628,E:/cqCTC/data/PWH-LCA/LML-027/,928,1103,931,1106,wbc,1384
148,352,607,E:/cqCTC/data/PWH-LCA/LML-027/,179,844,182,847,wbc,1359
149,402,657,E:/cqCTC/data/PWH-LCA/LML-027/,1243,707,1247,710,wbc,1427
150,401,656,E:/cqCTC/data/PWH-LCA/LML-027/,410,603,414,608,wbc,1426
151,334,589,E:/cqCTC/data/PWH-LCA/LML-027/,940,758,944,765,wbc,1332
152,380,635,E:/cqCTC/data/PWH-LCA/LML-027/,745,978,749,981,wbc,1392
153,418,673,E:/cqCTC/data/PWH-LCA/LML-027/,1092,275,1095,278,wbc,1450
154,408,663,E:/cqCTC/data/PWH-LCA/LML-027/,1256,894,1259,897,wbc,1433
155,415,670,E:/cqCTC/data/PWH-LCA/LML-027/,232,947,235,950,wbc,1444
156,245,1560,E:/cqCTC/data/PWH-LCA/LML-027/,196,701,199,704,debris,1455
157,377,632,E:/cqCTC/data/PWH-LCA/LML-027/,560,1152,563,1155,wbc,1388
158,399,654,E:/cqCTC/data/PWH-LCA/LML-027/,60,585,64,589,wbc,1424
159,425,680,E:/cqCTC/data/PWH-LCA/LML-027/,1160,746,1163,749,wbc,1460
160,422,677,E:/cqCTC/data/PWH-LCA/LML-027/,800,737,803,740,wbc,1456
161,346,601,E:/cqCTC/data/PWH-LCA/LML-027/,1145,488,1151,491,wbc,1347
162,386,641,E:/cqCTC/data/PWH-LCA/LML-027/,1125,896,1128,899,wbc,1406
163,396,651,E:/cqCTC/data/PWH-LCA/LML-027/,932,444,935,447,wbc,1421
164,413,668,E:/cqCTC/data/PWH-LCA/LML-027/,1242,932,1245,935,wbc,1442
165,400,655,E:/cqCTC/data/PWH-LCA/LML-027/,502,472,506,478,wbc,1425
166,330,585,E:/cqCTC/data/PWH-LCA/LML-027/,1202,597,1205,600,wbc,1328
167,405,660,E:/cqCTC/data/PWH-LCA/LML-027/,845,1310,848,1313,wbc,1430
168,391,646,E:/cqCTC/data/PWH-LCA/LML-027/,1227,973,1230,977,wbc,1414
169,420,675,E:/cqCTC/data/PWH-LCA/LML-027/,1094,695,1097,698,wbc,1453
170,349,604,E:/cqCTC/data/PWH-LCA/LML-027/,408,696,412,700,wbc,1350
171,325,580,E:/cqCTC/data/PWH-LCA/LML-027/,908,383,915,389,wbc,1322
172,398,653,E:/cqCTC/data/PWH-LCA/LML-027/,1046,592,1049,595,wbc,1423
173,381,636,E:/cqCTC/data/PWH-LCA/LML-027/,690,1068,693,1071,wbc,1393
174,409,664,E:/cqCTC/data/PWH-LCA/LML-027/,358,1063,362,1069,wbc,1435
175,370,625,E:/cqCTC/data/PWH-LCA/LML-027/,412,332,415,335,wbc,1381
176,376,631,E:/cqCTC/data/PWH-LCA/LML-027/,149,820,153,823,wbc,1387
177,87,211,E:/cqCTC/data/PWH-LCA/LML-027/,704,1244,709,1250,mCTC,1436
178,331,586,E:/cqCTC/data/PWH-LCA/LML-027/,918,1141,922,1144,wbc,1329
179,382,637,E:/cqCTC/data/PWH-LCA/LML-027/,397,1144,400,1147,wbc,1394
180,335,590,E:/cqCTC/data/PWH-LCA/LML-027/,1065,526,1068,530,wbc,1333
181,365,620,E:/cqCTC/data/PWH-LCA/LML-027/,363,333,368,339,wbc,1376
182,411,666,E:/cqCTC/data/PWH-LCA/LML-027/,544,1194,547,1197,wbc,1439
183,392,647,E:/cqCTC/data/PWH-LCA/LML-027/,83,627,86,630,wbc,1416
184,329,584,E:/cqCTC/data/PWH-LCA/LML-027/,415,220,418,223,wbc,1327
185,383,638,E:/cqCTC/data/PWH-LCA/LML-027/,1007,1068,1011,1071,wbc,1395
186,342,597,E:/cqCTC/data/PWH-LCA/LML-027/,1159,756,1162,760,wbc,1342
187,379,634,E:/cqCTC/data/PWH-LCA/LML-027/,792,1102,796,1105,wbc,1391
188,423,678,E:/cqCTC/data/PWH-LCA/LML-027/,890,110,893,113,wbc,1457
189,410,665,E:/cqCTC/data/PWH-LCA/LML-027/,926,777,929,781,wbc,1437
190,393,648,E:/cqCTC/data/PWH-LCA/LML-027/,1006,1219,1009,1223,wbc,1417
191,390,645,E:/cqCTC/data/PWH-LCA/LML-027/,402,265,405,268,wbc,1411
192,361,616,E:/cqCTC/data/PWH-LCA/LML-027/,864,1082,867,1085,wbc,1369
193,345,600,E:/cqCTC/data/PWH-LCA/LML-027/,286,913,289,916,wbc,1346
194,338,593,E:/cqCTC/data/PWH-LCA/LML-027/,973,508,976,511,wbc,1337
195,332,587,E:/cqCTC/data/PWH-LCA/LML-027/,431,816,435,820,wbc,1330
196,419,674,E:/cqCTC/data/PWH-LCA/LML-027/,129,825,132,828,wbc,1451
197,412,667,E:/cqCTC/data/PWH-LCA/LML-027/,510,1129,514,1132,wbc,1440
198,86,210,E:/cqCTC/data/PWH-LCA/LML-027/,613,569,619,575,mCTC,1404
199,356,611,E:/cqCTC/data/PWH-LCA/LML-027/,832,467,836,470,wbc,1363
200,395,650,E:/cqCTC/data/PWH-LCA/LML-027/,782,356,785,359,wbc,1420
201,394,649,E:/cqCTC/data/PWH-LCA/LML-027/,1035,981,1038,984,wbc,1418
202,385,640,E:/cqCTC/data/PWH-LCA/LML-027/,293,804,296,809,wbc,1405
203,366,621,E:/cqCTC/data/PWH-LCA/LML-027/,933,1133,936,1136,wbc,1377
204,364,619,E:/cqCTC/data/PWH-LCA/LML-027/,247,500,250,503,wbc,1375
205,363,618,E:/cqCTC/data/PWH-LCA/LML-027/,628,970,631,973,wbc,1373
206,424,679,E:/cqCTC/data/PWH-LCA/LML-027/,1068,680,1071,684,wbc,1459
207,343,598,E:/cqCTC/data/PWH-LCA/LML-027/,489,156,492,159,wbc,1343
208,371,626,E:/cqCTC/data/PWH-LCA/LML-027/,569,270,573,273,wbc,1382
209,426,681,E:/cqCTC/data/PWH-LCA/LML-027/,597,719,600,722,wbc,1461
210,397,652,E:/cqCTC/data/PWH-LCA/LML-027/,299,389,306,392,wbc,1422
211,404,659,E:/cqCTC/data/PWH-LCA/LML-027/,901,798,904,801,wbc,1429
212,341,596,E:/cqCTC/data/PWH-LCA/LML-027/,737,57,740,60,wbc,1341
213,88,212,E:/cqCTC/data/PWH-LCA/LML-027/,601,904,607,910,mCTC,1441
214,368,623,E:/cqCTC/data/PWH-LCA/LML-027/,847,1168,850,1171,wbc,1379
215,327,582,E:/cqCTC/data/PWH-LCA/LML-027/,1069,677,1073,681,wbc,1325
216,337,592,E:/cqCTC/data/PWH-LCA/LML-027/,1120,848,1125,855,wbc,1336
217,353,608,E:/cqCTC/data/PWH-LCA/LML-027/,1053,1112,1056,1115,wbc,1360
218,416,671,E:/cqCTC/data/PWH-LCA/LML-027/,744,267,747,270,wbc,1446
219,355,610,E:/cqCTC/data/PWH-LCA/LML-027/,1236,725,1239,728,wbc,1362
220,407,662,E:/cqCTC/data/PWH-LCA/LML-027/,1094,729,1097,732,wbc,1432
221,336,591,E:/cqCTC/data/PWH-LCA/LML-027/,1074,967,1081,974,wbc,1334
222,369,624,E:/cqCTC/data/PWH-LCA/LML-027/,1033,749,1036,752,wbc,1380
223,367,622,E:/cqCTC/data/PWH-LCA/LML-027/,143,825,146,830,wbc,1378
224,339,594,E:/cqCTC/data/PWH-LCA/LML-027/,210,273,213,277,wbc,1338
225,114,369,E:/cqCTC/data/PWH-LCA/LPHJ-042/,348,766,354,774,wbc,665
226,155,410,E:/cqCTC/data/PWH-LCA/LPHJ-042/,1041,372,1046,376,wbc,786
227,70,325,E:/cqCTC/data/PWH-LCA/LPHJ-042/,1114,507,1119,515,wbc,546
228,161,416,E:/cqCTC/data/PWH-LCA/LPHJ-042/,508,897,514,901,wbc,796
229,67,322,E:/cqCTC/data/PWH-LCA/LPHJ-042/,1060,424,1065,430,wbc,542
230,90,345,E:/cqCTC/data/PWH-LCA/LPHJ-042/,643,794,652,801,wbc,591
231,138,393,E:/cqCTC/data/PWH-LCA/LPHJ-042/,69,476,74,480,wbc,731
232,178,433,E:/cqCTC/data/PWH-LCA/LPHJ-042/,92,970,98,976,wbc,862
233,112,367,E:/cqCTC/data/PWH-LCA/LPHJ-042/,732,954,738,958,wbc,662
234,95,350,E:/cqCTC/data/PWH-LCA/LPHJ-042/,1177,376,1180,379,wbc,604
235,74,329,E:/cqCTC/data/PWH-LCA/LPHJ-042/,173,1045,178,1048,wbc,554
236,130,385,E:/cqCTC/data/PWH-LCA/LPHJ-042/,916,420,919,423,wbc,706
237,97,352,E:/cqCTC/data/PWH-LCA/LPHJ-042/,785,251,788,254,wbc,619
238,98,353,E:/cqCTC/data/PWH-LCA/LPHJ-042/,1017,389,1024,396,wbc,620
239,143,398,E:/cqCTC/data/PWH-LCA/LPHJ-042/,817,686,823,689,wbc,744
240,62,317,E:/cqCTC/data/PWH-LCA/LPHJ-042/,491,183,495,189,wbc,525
241,135,390,E:/cqCTC/data/PWH-LCA/LPHJ-042/,332,378,334,383,wbc,719
242,141,396,E:/cqCTC/data/PWH-LCA/LPHJ-042/,985,752,990,756,wbc,741
243,175,430,E:/cqCTC/data/PWH-LCA/LPHJ-042/,674,364,677,367,wbc,847
244,172,427,E:/cqCTC/data/PWH-LCA/LPHJ-042/,1040,980,1043,983,wbc,830
245,111,366,E:/cqCTC/data/PWH-LCA/LPHJ-042/,168,690,171,693,wbc,660
246,81,336,E:/cqCTC/data/PWH-LCA/LPHJ-042/,595,741,598,744,wbc,574
247,176,431,E:/cqCTC/data/PWH-LCA/LPHJ-042/,428,262,431,265,wbc,857
248,76,331,E:/cqCTC/data/PWH-LCA/LPHJ-042/,845,272,848,275,wbc,563
249,59,314,E:/cqCTC/data/PWH-LCA/LPHJ-042/,941,460,946,463,wbc,519
250,72,327,E:/cqCTC/data/PWH-LCA/LPHJ-042/,561,431,567,437,wbc,550
251,83,338,E:/cqCTC/data/PWH-LCA/LPHJ-042/,118,613,122,616,wbc,576
252,168,423,E:/cqCTC/data/PWH-LCA/LPHJ-042/,862,1047,865,1050,wbc,813
253,144,399,E:/cqCTC/data/PWH-LCA/LPHJ-042/,586,326,588,331,wbc,747
254,101,356,E:/cqCTC/data/PWH-LCA/LPHJ-042/,351,719,354,722,wbc,623
255,108,363,E:/cqCTC/data/PWH-LCA/LPHJ-042/,190,699,195,707,wbc,650
256,152,407,E:/cqCTC/data/PWH-LCA/LPHJ-042/,177,421,181,426,wbc,783
257,69,324,E:/cqCTC/data/PWH-LCA/LPHJ-042/,420,458,423,461,wbc,545
258,120,375,E:/cqCTC/data/PWH-LCA/LPHJ-042/,936,1019,941,1022,wbc,678
259,174,429,E:/cqCTC/data/PWH-LCA/LPHJ-042/,1064,838,1068,843,wbc,840
260,140,395,E:/cqCTC/data/PWH-LCA/LPHJ-042/,659,1106,664,1110,wbc,739
261,122,377,E:/cqCTC/data/PWH-LCA/LPHJ-042/,885,573,888,576,wbc,682
262,73,328,E:/cqCTC/data/PWH-LCA/LPHJ-042/,573,718,577,726,wbc,552
263,156,411,E:/cqCTC/data/PWH-LCA/LPHJ-042/,751,1080,754,1083,wbc,791
264,115,370,E:/cqCTC/data/PWH-LCA/LPHJ-042/,535,140,538,143,wbc,666
265,166,421,E:/cqCTC/data/PWH-LCA/LPHJ-042/,632,267,639,274,wbc,807
266,57,312,E:/cqCTC/data/PWH-LCA/LPHJ-042/,901,1180,907,1186,wbc,510
267,113,368,E:/cqCTC/data/PWH-LCA/LPHJ-042/,619,561,624,565,wbc,663
268,179,434,E:/cqCTC/data/PWH-LCA/LPHJ-042/,311,237,318,244,wbc,865
269,117,372,E:/cqCTC/data/PWH-LCA/LPHJ-042/,415,792,418,795,wbc,672
270,85,340,E:/cqCTC/data/PWH-LCA/LPHJ-042/,301,688,304,691,wbc,582
271,125,380,E:/cqCTC/data/PWH-LCA/LPHJ-042/,389,736,392,739,wbc,694
272,145,400,E:/cqCTC/data/PWH-LCA/LPHJ-042/,870,911,880,920,wbc,749
273,80,335,E:/cqCTC/data/PWH-LCA/LPHJ-042/,457,398,460,401,wbc,572
274,86,341,E:/cqCTC/data/PWH-LCA/LPHJ-042/,316,1026,321,1031,wbc,585
275,137,392,E:/cqCTC/data/PWH-LCA/LPHJ-042/,44,825,48,828,wbc,729
276,78,333,E:/cqCTC/data/PWH-LCA/LPHJ-042/,501,173,507,179,wbc,565
277,87,342,E:/cqCTC/data/PWH-LCA/LPHJ-042/,718,882,724,887,wbc,587
278,58,313,E:/cqCTC/data/PWH-LCA/LPHJ-042/,267,639,273,643,wbc,514
279,11,121,E:/cqCTC/data/PWH-LCA/LPHJ-042/,104,929,111,934,cluster,599
280,105,360,E:/cqCTC/data/PWH-LCA/LPHJ-042/,494,225,497,228,wbc,637
281,153,408,E:/cqCTC/data/PWH-LCA/LPHJ-042/,638,1150,644,1154,wbc,784
282,149,404,E:/cqCTC/data/PWH-LCA/LPHJ-042/,697,382,702,389,wbc,774
283,65,320,E:/cqCTC/data/PWH-LCA/LPHJ-042/,593,257,597,261,wbc,538
284,164,419,E:/cqCTC/data/PWH-LCA/LPHJ-042/,773,231,776,234,wbc,805
285,13,126,E:/cqCTC/data/PWH-LCA/LPHJ-042/,516,627,521,633,cluster,610
286,92,347,E:/cqCTC/data/PWH-LCA/LPHJ-042/,644,177,647,180,wbc,596
287,170,425,E:/cqCTC/data/PWH-LCA/LPHJ-042/,105,667,108,670,wbc,826
288,173,428,E:/cqCTC/data/PWH-LCA/LPHJ-042/,1022,538,1025,541,wbc,833
289,177,432,E:/cqCTC/data/PWH-LCA/LPHJ-042/,485,751,488,754,wbc,859
290,142,397,E:/cqCTC/data/PWH-LCA/LPHJ-042/,958,910,960,915,wbc,742
